number,fr_standard,fr_swiss,fr_belgian,is_vigesimal_std,structure_std
742,sept cent quarante-deux,sept cents quarante-deux,sept cents quarante-deux,False,decimal
743,sept cent quarante-trois,sept cents quarante-trois,sept cents quarante-trois,False,decimal
744,sept cent quarante-quatre,sept cents quarante-quatre,sept cents quarante-quatre,False,decimal
745,sept cent quarante-cinq,sept cents quarante-cinq,sept cents quarante-cinq,False,decimal
746,sept cent quarante-six,sept cents quarante-six,sept cents quarante-six,False,decimal
747,sept cent quarante-sept,sept cents quarante-sept,sept cents quarante-sept,False,decimal
748,sept cent quarante-huit,sept cents quarante-huit,sept cents quarante-huit,False,decimal
749,sept cent quarante-neuf,sept cents quarante-neuf,sept cents quarante-neuf,False,decimal
750,sept cent cinquante,sept cents cinquante,sept cents cinquante,False,decimal
751,sept cent cinquante et un,sept cents cinquante et un,sept cents cinquante et un,False,decimal
752,sept cent cinquante-deux,sept cents cinquante-deux,sept cents cinquante-deux,False,decimal
753,sept cent cinquante-trois,sept cents cinquante-trois,sept cents cinquante-trois,False,decimal
754,sept cent cinquante-quatre,sept cents cinquante-quatre,sept cents cinquante-quatre,False,decimal
755,sept cent cinquante-cinq,sept cents cinquante-cinq,sept cents cinquante-cinq,False,decimal
756,sept cent cinquante-six,sept cents cinquante-six,sept cents cinquante-six,False,decimal
757,sept cent cinquante-sept,sept cents cinquante-sept,sept cents cinquante-sept,False,decimal
758,sept cent cinquante-huit,sept cents cinquante-huit,sept cents cinquante-huit,False,decimal
759,sept cent cinquante-neuf,sept cents cinquante-neuf,sept cents cinquante-neuf,False,decimal
760,sept cent soixante,sept cents soixante,sept cents soixante,False,decimal
761,sept cent soixante et un,sept cents soixante et un,sept cents soixante et un,False,decimal
762,sept cent soixante-deux,sept cents soixante-deux,sept cents soixante-deux,False,decimal
763,sept cent soixante-trois,sept cents soixante-trois,sept cents soixante-trois,False,decimal
764,sept cent soixante-quatre,sept cents soixante-quatre,sept cents soixante-quatre,False,decimal
765,sept cent soixante-cinq,sept cents soixante-cinq,sept cents soixante-cinq,False,decimal
766,sept cent soixante-six,sept cents soixante-six,sept cents soixante-six,False,decimal
767,sept cent soixante-sept,sept cents soixante-sept,sept cents soixante-sept,False,decimal
768,sept cent soixante-huit,sept cents soixante-huit,sept cents soixante-huit,False,decimal
769,sept cent soixante-neuf,sept cents soixante-neuf,sept cents soixante-neuf,False,decimal
770,sept cent soixante-dix,sept cents septante,sept cents septante,False,decimal
771,sept cent soixante et onze,sept cents septante et un,sept cents septante et un,False,decimal
772,sept cent soixante-douze,sept cents septante-deux,sept cents septante-deux,False,decimal
773,sept cent soixante-treize,sept cents septante-trois,sept cents septante-trois,False,decimal
774,sept cent soixante-quatorze,sept cents septante-quatre,sept cents septante-quatre,False,decimal
775,sept cent soixante-quinze,sept cents septante-cinq,sept cents septante-cinq,False,decimal
776,sept cent soixante-seize,sept cents septante-six,sept cents septante-six,False,decimal
777,sept cent soixante-dix-sept,sept cents septante-sept,sept cents septante-sept,False,decimal
778,sept cent soixante-dix-huit,sept cents septante-huit,sept cents septante-huit,False,decimal
779,sept cent soixante-dix-neuf,sept cents septante-neuf,sept cents septante-neuf,False,decimal
780,sept cent quatre-vingts,sept cents huitante,sept cents quatre-vingt,False,decimal
781,sept cent quatre-vingt-un,sept cents huitante et un,sept cents quatre-vingt et un,False,decimal
782,sept cent quatre-vingt-deux,sept cents huitante-deux,sept cents quatre-vingt-deux,False,decimal
783,sept cent quatre-vingt-trois,sept cents huitante-trois,sept cents quatre-vingt-trois,False,decimal
784,sept cent quatre-vingt-quatre,sept cents huitante-quatre,sept cents quatre-vingt-quatre,False,decimal
785,sept cent quatre-vingt-cinq,sept cents huitante-cinq,sept cents quatre-vingt-cinq,False,decimal
786,sept cent quatre-vingt-six,sept cents huitante-six,sept cents quatre-vingt-six,False,decimal
787,sept cent quatre-vingt-sept,sept cents huitante-sept,sept cents quatre-vingt-sept,False,decimal
788,sept cent quatre-vingt-huit,sept cents huitante-huit,sept cents quatre-vingt-huit,False,decimal
789,sept cent quatre-vingt-neuf,sept cents huitante-neuf,sept cents quatre-vingt-neuf,False,decimal
790,sept cent quatre-vingt-dix,sept cents nonante,sept cents nonante,False,decimal
791,sept cent quatre-vingt-onze,sept cents nonante et un,sept cents nonante et un,False,decimal
792,sept cent quatre-vingt-douze,sept cents nonante-deux,sept cents nonante-deux,False,decimal
793,sept cent quatre-vingt-treize,sept cents nonante-trois,sept cents nonante-trois,False,decimal
794,sept cent quatre-vingt-quatorze,sept cents nonante-quatre,sept cents nonante-quatre,False,decimal
795,sept cent quatre-vingt-quinze,sept cents nonante-cinq,sept cents nonante-cinq,False,decimal
796,sept cent quatre-vingt-seize,sept cents nonante-six,sept cents nonante-six,False,decimal
797,sept cent quatre-vingt-dix-sept,sept cents nonante-sept,sept cents nonante-sept,False,decimal
798,sept cent quatre-vingt-dix-huit,sept cents nonante-huit,sept cents nonante-huit,False,decimal
799,sept cent quatre-vingt-dix-neuf,sept cents nonante-neuf,sept cents nonante-neuf,False,decimal
800,huit cents,huit cents,huit cents,False,decimal
801,huit cent un,huit cents un,huit cents un,False,decimal
802,huit cent deux,huit cents deux,huit cents deux,False,decimal
803,huit cent trois,huit cents trois,huit cents trois,False,decimal
804,huit cent quatre,huit cents quatre,huit cents quatre,False,decimal
805,huit cent cinq,huit cents cinq,huit cents cinq,False,decimal
806,huit cent six,huit cents six,huit cents six,False,decimal
807,huit cent sept,huit cents sept,huit cents sept,False,decimal
808,huit cent huit,huit cents huit,huit cents huit,False,decimal
809,huit cent neuf,huit cents neuf,huit cents neuf,False,decimal
810,huit cent dix,huit cents dix,huit cents dix,False,decimal
811,huit cent onze,huit cents onze,huit cents onze,False,decimal
812,huit cent douze,huit cents douze,huit cents douze,False,decimal
813,huit cent treize,huit cents treize,huit cents treize,False,decimal
814,huit cent quatorze,huit cents quatorze,huit cents quatorze,False,decimal
815,huit cent quinze,huit cents quinze,huit cents quinze,False,decimal
816,huit cent seize,huit cents seize,huit cents seize,False,decimal
817,huit cent dix-sept,huit cents dix-sept,huit cents dix-sept,False,decimal
818,huit cent dix-huit,huit cents dix-huit,huit cents dix-huit,False,decimal
819,huit cent dix-neuf,huit cents dix-neuf,huit cents dix-neuf,False,decimal
820,huit cent vingt,huit cents vingt,huit cents vingt,False,decimal
821,huit cent vingt et un,huit cents vingt et un,huit cents vingt et un,False,decimal
822,huit cent vingt-deux,huit cents vingt-deux,huit cents vingt-deux,False,decimal
823,huit cent vingt-trois,huit cents vingt-trois,huit cents vingt-trois,False,decimal
824,huit cent vingt-quatre,huit cents vingt-quatre,huit cents vingt-quatre,False,decimal
825,huit cent vingt-cinq,huit cents vingt-cinq,huit cents vingt-cinq,False,decimal
826,huit cent vingt-six,huit cents vingt-six,huit cents vingt-six,False,decimal
827,huit cent vingt-sept,huit cents vingt-sept,huit cents vingt-sept,False,decimal
828,huit cent vingt-huit,huit cents vingt-huit,huit cents vingt-huit,False,decimal
829,huit cent vingt-neuf,huit cents vingt-neuf,huit cents vingt-neuf,False,decimal
830,huit cent trente,huit cents trente,huit cents trente,False,decimal
831,huit cent trente et un,huit cents trente et un,huit cents trente et un,False,decimal
832,huit cent trente-deux,huit cents trente-deux,huit cents trente-deux,False,decimal
833,huit cent trente-trois,huit cents trente-trois,huit cents trente-trois,False,decimal
834,huit cent trente-quatre,huit cents trente-quatre,huit cents trente-quatre,False,decimal
835,huit cent trente-cinq,huit cents trente-cinq,huit cents trente-cinq,False,decimal
836,huit cent trente-six,huit cents trente-six,huit cents trente-six,False,decimal
837,huit cent trente-sept,huit cents trente-sept,huit cents trente-sept,False,decimal
838,huit cent trente-huit,huit cents trente-huit,huit cents trente-huit,False,decimal
839,huit cent trente-neuf,huit cents trente-neuf,huit cents trente-neuf,False,decimal
840,huit cent quarante,huit cents quarante,huit cents quarante,False,decimal
841,huit cent quarante et un,huit cents quarante et un,huit cents quarante et un,False,decimal
842,huit cent quarante-deux,huit cents quarante-deux,huit cents quarante-deux,False,decimal
843,huit cent quarante-trois,huit cents quarante-trois,huit cents quarante-trois,False,decimal
844,huit cent quarante-quatre,huit cents quarante-quatre,huit cents quarante-quatre,False,decimal
845,huit cent quarante-cinq,huit cents quarante-cinq,huit cents quarante-cinq,False,decimal
846,huit cent quarante-six,huit cents quarante-six,huit cents quarante-six,False,decimal
847,huit cent quarante-sept,huit cents quarante-sept,huit cents quarante-sept,False,decimal
848,huit cent quarante-huit,huit cents quarante-huit,huit cents quarante-huit,False,decimal
849,huit cent quarante-neuf,huit cents quarante-neuf,huit cents quarante-neuf,False,decimal
850,huit cent cinquante,huit cents cinquante,huit cents cinquante,False,decimal
851,huit cent cinquante et un,huit cents cinquante et un,huit cents cinquante et un,False,decimal
852,huit cent cinquante-deux,huit cents cinquante-deux,huit cents cinquante-deux,False,decimal
853,huit cent cinquante-trois,huit cents cinquante-trois,huit cents cinquante-trois,False,decimal
854,huit cent cinquante-quatre,huit cents cinquante-quatre,huit cents cinquante-quatre,False,decimal
855,huit cent cinquante-cinq,huit cents cinquante-cinq,huit cents cinquante-cinq,False,decimal
856,huit cent cinquante-six,huit cents cinquante-six,huit cents cinquante-six,False,decimal
857,huit cent cinquante-sept,huit cents cinquante-sept,huit cents cinquante-sept,False,decimal
858,huit cent cinquante-huit,huit cents cinquante-huit,huit cents cinquante-huit,False,decimal
859,huit cent cinquante-neuf,huit cents cinquante-neuf,huit cents cinquante-neuf,False,decimal
860,huit cent soixante,huit cents soixante,huit cents soixante,False,decimal
861,huit cent soixante et un,huit cents soixante et un,huit cents soixante et un,False,decimal
862,huit cent soixante-deux,huit cents soixante-deux,huit cents soixante-deux,False,decimal
863,huit cent soixante-trois,huit cents soixante-trois,huit cents soixante-trois,False,decimal
864,huit cent soixante-quatre,huit cents soixante-quatre,huit cents soixante-quatre,False,decimal
865,huit cent soixante-cinq,huit cents soixante-cinq,huit cents soixante-cinq,False,decimal
866,huit cent soixante-six,huit cents soixante-six,huit cents soixante-six,False,decimal
867,huit cent soixante-sept,huit cents soixante-sept,huit cents soixante-sept,False,decimal
868,huit cent soixante-huit,huit cents soixante-huit,huit cents soixante-huit,False,decimal
869,huit cent soixante-neuf,huit cents soixante-neuf,huit cents soixante-neuf,False,decimal
870,huit cent soixante-dix,huit cents septante,huit cents septante,False,decimal
871,huit cent soixante et onze,huit cents septante et un,huit cents septante et un,False,decimal
872,huit cent soixante-douze,huit cents septante-deux,huit cents septante-deux,False,decimal
873,huit cent soixante-treize,huit cents septante-trois,huit cents septante-trois,False,decimal
874,huit cent soixante-quatorze,huit cents septante-quatre,huit cents septante-quatre,False,decimal
875,huit cent soixante-quinze,huit cents septante-cinq,huit cents septante-cinq,False,decimal
876,huit cent soixante-seize,huit cents septante-six,huit cents septante-six,False,decimal
877,huit cent soixante-dix-sept,huit cents septante-sept,huit cents septante-sept,False,decimal
878,huit cent soixante-dix-huit,huit cents septante-huit,huit cents septante-huit,False,decimal
879,huit cent soixante-dix-neuf,huit cents septante-neuf,huit cents septante-neuf,False,decimal
880,huit cent quatre-vingts,huit cents huitante,huit cents quatre-vingt,False,decimal
881,huit cent quatre-vingt-un,huit cents huitante et un,huit cents quatre-vingt et un,False,decimal
882,huit cent quatre-vingt-deux,huit cents huitante-deux,huit cents quatre-vingt-deux,False,decimal
883,huit cent quatre-vingt-trois,huit cents huitante-trois,huit cents quatre-vingt-trois,False,decimal
884,huit cent quatre-vingt-quatre,huit cents huitante-quatre,huit cents quatre-vingt-quatre,False,decimal
885,huit cent quatre-vingt-cinq,huit cents huitante-cinq,huit cents quatre-vingt-cinq,False,decimal
886,huit cent quatre-vingt-six,huit cents huitante-six,huit cents quatre-vingt-six,False,decimal
887,huit cent quatre-vingt-sept,huit cents huitante-sept,huit cents quatre-vingt-sept,False,decimal
888,huit cent quatre-vingt-huit,huit cents huitante-huit,huit cents quatre-vingt-huit,False,decimal
889,huit cent quatre-vingt-neuf,huit cents huitante-neuf,huit cents quatre-vingt-neuf,False,decimal
890,huit cent quatre-vingt-dix,huit cents nonante,huit cents nonante,False,decimal
891,huit cent quatre-vingt-onze,huit cents nonante et un,huit cents nonante et un,False,decimal
892,huit cent quatre-vingt-douze,huit cents nonante-deux,huit cents nonante-deux,False,decimal
893,huit cent quatre-vingt-treize,huit cents nonante-trois,huit cents nonante-trois,False,decimal
894,huit cent quatre-vingt-quatorze,huit cents nonante-quatre,huit cents nonante-quatre,False,decimal
895,huit cent quatre-vingt-quinze,huit cents nonante-cinq,huit cents nonante-cinq,False,decimal
896,huit cent quatre-vingt-seize,huit cents nonante-six,huit cents nonante-six,False,decimal
897,huit cent quatre-vingt-dix-sept,huit cents nonante-sept,huit cents nonante-sept,False,decimal
898,huit cent quatre-vingt-dix-huit,huit cents nonante-huit,huit cents nonante-huit,False,decimal
899,huit cent quatre-vingt-dix-neuf,huit cents nonante-neuf,huit cents nonante-neuf,False,decimal
900,neuf cents,neuf cents,neuf cents,False,decimal
901,neuf cent un,neuf cents un,neuf cents un,False,decimal
902,neuf cent deux,neuf cents deux,neuf cents deux,False,decimal
903,neuf cent trois,neuf cents trois,neuf cents trois,False,decimal
904,neuf cent quatre,neuf cents quatre,neuf cents quatre,False,decimal
905,neuf cent cinq,neuf cents cinq,neuf cents cinq,False,decimal
906,neuf cent six,neuf cents six,neuf cents six,False,decimal
907,neuf cent sept,neuf cents sept,neuf cents sept,False,decimal
908,neuf cent huit,neuf cents huit,neuf cents huit,False,decimal
909,neuf cent neuf,neuf cents neuf,neuf cents neuf,False,decimal
910,neuf cent dix,neuf cents dix,neuf cents dix,False,decimal
911,neuf cent onze,neuf cents onze,neuf cents onze,False,decimal
912,neuf cent douze,neuf cents douze,neuf cents douze,False,decimal
913,neuf cent treize,neuf cents treize,neuf cents treize,False,decimal
914,neuf cent quatorze,neuf cents quatorze,neuf cents quatorze,False,decimal
915,neuf cent quinze,neuf cents quinze,neuf cents quinze,False,decimal
916,neuf cent seize,neuf cents seize,neuf cents seize,False,decimal
917,neuf cent dix-sept,neuf cents dix-sept,neuf cents dix-sept,False,decimal
918,neuf cent dix-huit,neuf cents dix-huit,neuf cents dix-huit,False,decimal
919,neuf cent dix-neuf,neuf cents dix-neuf,neuf cents dix-neuf,False,decimal
920,neuf cent vingt,neuf cents vingt,neuf cents vingt,False,decimal
921,neuf cent vingt et un,neuf cents vingt et un,neuf cents vingt et un,False,decimal
922,neuf cent vingt-deux,neuf cents vingt-deux,neuf cents vingt-deux,False,decimal
923,neuf cent vingt-trois,neuf cents vingt-trois,neuf cents vingt-trois,False,decimal
924,neuf cent vingt-quatre,neuf cents vingt-quatre,neuf cents vingt-quatre,False,decimal
925,neuf cent vingt-cinq,neuf cents vingt-cinq,neuf cents vingt-cinq,False,decimal
926,neuf cent vingt-six,neuf cents vingt-six,neuf cents vingt-six,False,decimal
927,neuf cent vingt-sept,neuf cents vingt-sept,neuf cents vingt-sept,False,decimal
928,neuf cent vingt-huit,neuf cents vingt-huit,neuf cents vingt-huit,False,decimal
929,neuf cent vingt-neuf,neuf cents vingt-neuf,neuf cents vingt-neuf,False,decimal
930,neuf cent trente,neuf cents trente,neuf cents trente,False,decimal
931,neuf cent trente et un,neuf cents trente et un,neuf cents trente et un,False,decimal
932,neuf cent trente-deux,neuf cents trente-deux,neuf cents trente-deux,False,decimal
933,neuf cent trente-trois,neuf cents trente-trois,neuf cents trente-trois,False,decimal
934,neuf cent trente-quatre,neuf cents trente-quatre,neuf cents trente-quatre,False,decimal
935,neuf cent trente-cinq,neuf cents trente-cinq,neuf cents trente-cinq,False,decimal
936,neuf cent trente-six,neuf cents trente-six,neuf cents trente-six,False,decimal
937,neuf cent trente-sept,neuf cents trente-sept,neuf cents trente-sept,False,decimal
938,neuf cent trente-huit,neuf cents trente-huit,neuf cents trente-huit,False,decimal
939,neuf cent trente-neuf,neuf cents trente-neuf,neuf cents trente-neuf,False,decimal
940,neuf cent quarante,neuf cents quarante,neuf cents quarante,False,decimal
941,neuf cent quarante et un,neuf cents quarante et un,neuf cents quarante et un,False,decimal
942,neuf cent quarante-deux,neuf cents quarante-deux,neuf cents quarante-deux,False,decimal
943,neuf cent quarante-trois,neuf cents quarante-trois,neuf cents quarante-trois,False,decimal
944,neuf cent quarante-quatre,neuf cents quarante-quatre,neuf cents quarante-quatre,False,decimal
945,neuf cent quarante-cinq,neuf cents quarante-cinq,neuf cents quarante-cinq,False,decimal
946,neuf cent quarante-six,neuf cents quarante-six,neuf cents quarante-six,False,decimal
947,neuf cent quarante-sept,neuf cents quarante-sept,neuf cents quarante-sept,False,decimal
948,neuf cent quarante-huit,neuf cents quarante-huit,neuf cents quarante-huit,False,decimal
949,neuf cent quarante-neuf,neuf cents quarante-neuf,neuf cents quarante-neuf,False,decimal
950,neuf cent cinquante,neuf cents cinquante,neuf cents cinquante,False,decimal
951,neuf cent cinquante et un,neuf cents cinquante et un,neuf cents cinquante et un,False,decimal
952,neuf cent cinquante-deux,neuf cents cinquante-deux,neuf cents cinquante-deux,False,decimal
953,neuf cent cinquante-trois,neuf cents cinquante-trois,neuf cents cinquante-trois,False,decimal
954,neuf cent cinquante-quatre,neuf cents cinquante-quatre,neuf cents cinquante-quatre,False,decimal
955,neuf cent cinquante-cinq,neuf cents cinquante-cinq,neuf cents cinquante-cinq,False,decimal
956,neuf cent cinquante-six,neuf cents cinquante-six,neuf cents cinquante-six,False,decimal
957,neuf cent cinquante-sept,neuf cents cinquante-sept,neuf cents cinquante-sept,False,decimal
958,neuf cent cinquante-huit,neuf cents cinquante-huit,neuf cents cinquante-huit,False,decimal
959,neuf cent cinquante-neuf,neuf cents cinquante-neuf,neuf cents cinquante-neuf,False,decimal
960,neuf cent soixante,neuf cents soixante,neuf cents soixante,False,decimal
961,neuf cent soixante et un,neuf cents soixante et un,neuf cents soixante et un,False,decimal
962,neuf cent soixante-deux,neuf cents soixante-deux,neuf cents soixante-deux,False,decimal
963,neuf cent soixante-trois,neuf cents soixante-trois,neuf cents soixante-trois,False,decimal
964,neuf cent soixante-quatre,neuf cents soixante-quatre,neuf cents soixante-quatre,False,decimal
965,neuf cent soixante-cinq,neuf cents soixante-cinq,neuf cents soixante-cinq,False,decimal
966,neuf cent soixante-six,neuf cents soixante-six,neuf cents soixante-six,False,decimal
967,neuf cent soixante-sept,neuf cents soixante-sept,neuf cents soixante-sept,False,decimal
968,neuf cent soixante-huit,neuf cents soixante-huit,neuf cents soixante-huit,False,decimal
969,neuf cent soixante-neuf,neuf cents soixante-neuf,neuf cents soixante-neuf,False,decimal
970,neuf cent soixante-dix,neuf cents septante,neuf cents septante,False,decimal
971,neuf cent soixante et onze,neuf cents septante et un,neuf cents septante et un,False,decimal
972,neuf cent soixante-douze,neuf cents septante-deux,neuf cents septante-deux,False,decimal
973,neuf cent soixante-treize,neuf cents septante-trois,neuf cents septante-trois,False,decimal
974,neuf cent soixante-quatorze,neuf cents septante-quatre,neuf cents septante-quatre,False,decimal
975,neuf cent soixante-quinze,neuf cents septante-cinq,neuf cents septante-cinq,False,decimal
976,neuf cent soixante-seize,neuf cents septante-six,neuf cents septante-six,False,decimal
977,neuf cent soixante-dix-sept,neuf cents septante-sept,neuf cents septante-sept,False,decimal
978,neuf cent soixante-dix-huit,neuf cents septante-huit,neuf cents septante-huit,False,decimal
979,neuf cent soixante-dix-neuf,neuf cents septante-neuf,neuf cents septante-neuf,False,decimal
980,neuf cent quatre-vingts,neuf cents huitante,neuf cents quatre-vingt,False,decimal
981,neuf cent quatre-vingt-un,neuf cents huitante et un,neuf cents quatre-vingt et un,False,decimal
982,neuf cent quatre-vingt-deux,neuf cents huitante-deux,neuf cents quatre-vingt-deux,False,decimal
983,neuf cent quatre-vingt-trois,neuf cents huitante-trois,neuf cents quatre-vingt-trois,False,decimal
984,neuf cent quatre-vingt-quatre,neuf cents huitante-quatre,neuf cents quatre-vingt-quatre,False,decimal
985,neuf cent quatre-vingt-cinq,neuf cents huitante-cinq,neuf cents quatre-vingt-cinq,False,decimal
986,neuf cent quatre-vingt-six,neuf cents huitante-six,neuf cents quatre-vingt-six,False,decimal
987,neuf cent quatre-vingt-sept,neuf cents huitante-sept,neuf cents quatre-vingt-sept,False,decimal
988,neuf cent quatre-vingt-huit,neuf cents huitante-huit,neuf cents quatre-vingt-huit,False,decimal
989,neuf cent quatre-vingt-neuf,neuf cents huitante-neuf,neuf cents quatre-vingt-neuf,False,decimal
990,neuf cent quatre-vingt-dix,neuf cents nonante,neuf cents nonante,False,decimal
991,neuf cent quatre-vingt-onze,neuf cents nonante et un,neuf cents nonante et un,False,decimal
992,neuf cent quatre-vingt-douze,neuf cents nonante-deux,neuf cents nonante-deux,False,decimal
993,neuf cent quatre-vingt-treize,neuf cents nonante-trois,neuf cents nonante-trois,False,decimal
994,neuf cent quatre-vingt-quatorze,neuf cents nonante-quatre,neuf cents nonante-quatre,False,decimal
995,neuf cent quatre-vingt-quinze,neuf cents nonante-cinq,neuf cents nonante-cinq,False,decimal
996,neuf cent quatre-vingt-seize,neuf cents nonante-six,neuf cents nonante-six,False,decimal
997,neuf cent quatre-vingt-dix-sept,neuf cents nonante-sept,neuf cents nonante-sept,False,decimal
998,neuf cent quatre-vingt-dix-huit,neuf cents nonante-huit,neuf cents nonante-huit,False,decimal
999,neuf cent quatre-vingt-dix-neuf,neuf cents nonante-neuf,neuf cents nonante-neuf,False,decimal
1000,mille,mille,mille,False,decimal
