number,fr_standard,fr_swiss,fr_belgian,is_vigesimal_std,structure_std,tokens_std_gpt-4o (o200k_base),tokens_swiss_gpt-4o (o200k_base),token_diff_gpt-4o (o200k_base),tokens_std_gpt-4/3.5 (cl100k_base),tokens_swiss_gpt-4/3.5 (cl100k_base),token_diff_gpt-4/3.5 (cl100k_base),tokens_std_gpt-3 (p50k_base),tokens_swiss_gpt-3 (p50k_base),token_diff_gpt-3 (p50k_base),tokens_std_llama-3,tokens_swiss_llama-3,token_diff_llama-3,tokens_std_mistral,tokens_swiss_mistral,token_diff_mistral
413,quatre cent treize,quatre cents treize,quatre cents treize,False,decimal,5,5,0,5,5,0,5,5,0,4,5,-1,4,4,0
414,quatre cent quatorze,quatre cents quatorze,quatre cents quatorze,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
415,quatre cent quinze,quatre cents quinze,quatre cents quinze,False,decimal,4,4,0,6,6,0,6,6,0,5,6,-1,5,5,0
416,quatre cent seize,quatre cents seize,quatre cents seize,False,decimal,4,4,0,4,4,0,4,4,0,4,5,-1,4,4,0
417,quatre cent dix-sept,quatre cents dix-sept,quatre cents dix-sept,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
418,quatre cent dix-huit,quatre cents dix-huit,quatre cents dix-huit,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
419,quatre cent dix-neuf,quatre cents dix-neuf,quatre cents dix-neuf,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
420,quatre cent vingt,quatre cents vingt,quatre cents vingt,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,5,5,0
421,quatre cent vingt et un,quatre cents vingt et un,quatre cents vingt et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
422,quatre cent vingt-deux,quatre cents vingt-deux,quatre cents vingt-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
423,quatre cent vingt-trois,quatre cents vingt-trois,quatre cents vingt-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,9,9,0
424,quatre cent vingt-quatre,quatre cents vingt-quatre,quatre cents vingt-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
425,quatre cent vingt-cinq,quatre cents vingt-cinq,quatre cents vingt-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
426,quatre cent vingt-six,quatre cents vingt-six,quatre cents vingt-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,7,7,0
427,quatre cent vingt-sept,quatre cents vingt-sept,quatre cents vingt-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
428,quatre cent vingt-huit,quatre cents vingt-huit,quatre cents vingt-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
429,quatre cent vingt-neuf,quatre cents vingt-neuf,quatre cents vingt-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
430,quatre cent trente,quatre cents trente,quatre cents trente,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,4,4,0
431,quatre cent trente et un,quatre cents trente et un,quatre cents trente et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,6,6,0
432,quatre cent trente-deux,quatre cents trente-deux,quatre cents trente-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
433,quatre cent trente-trois,quatre cents trente-trois,quatre cents trente-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
434,quatre cent trente-quatre,quatre cents trente-quatre,quatre cents trente-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
435,quatre cent trente-cinq,quatre cents trente-cinq,quatre cents trente-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
436,quatre cent trente-six,quatre cents trente-six,quatre cents trente-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,6,6,0
437,quatre cent trente-sept,quatre cents trente-sept,quatre cents trente-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
438,quatre cent trente-huit,quatre cents trente-huit,quatre cents trente-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
439,quatre cent trente-neuf,quatre cents trente-neuf,quatre cents trente-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
440,quatre cent quarante,quatre cents quarante,quatre cents quarante,False,decimal,5,5,0,5,5,0,6,6,0,4,5,-1,4,4,0
441,quatre cent quarante et un,quatre cents quarante et un,quatre cents quarante et un,False,decimal,7,7,0,7,7,0,8,8,0,6,7,-1,6,6,0
442,quatre cent quarante-deux,quatre cents quarante-deux,quatre cents quarante-deux,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
443,quatre cent quarante-trois,quatre cents quarante-trois,quatre cents quarante-trois,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
444,quatre cent quarante-quatre,quatre cents quarante-quatre,quatre cents quarante-quatre,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
445,quatre cent quarante-cinq,quatre cents quarante-cinq,quatre cents quarante-cinq,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
446,quatre cent quarante-six,quatre cents quarante-six,quatre cents quarante-six,False,decimal,6,6,0,6,6,0,8,8,0,6,7,-1,6,6,0
447,quatre cent quarante-sept,quatre cents quarante-sept,quatre cents quarante-sept,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
448,quatre cent quarante-huit,quatre cents quarante-huit,quatre cents quarante-huit,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
449,quatre cent quarante-neuf,quatre cents quarante-neuf,quatre cents quarante-neuf,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
450,quatre cent cinquante,quatre cents cinquante,quatre cents cinquante,False,decimal,5,5,0,6,6,0,6,6,0,5,6,-1,5,5,0
451,quatre cent cinquante et un,quatre cents cinquante et un,quatre cents cinquante et un,False,decimal,7,7,0,8,8,0,8,8,0,7,8,-1,7,7,0
452,quatre cent cinquante-deux,quatre cents cinquante-deux,quatre cents cinquante-deux,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
453,quatre cent cinquante-trois,quatre cents cinquante-trois,quatre cents cinquante-trois,False,decimal,8,8,0,9,9,0,9,9,0,9,10,-1,9,9,0
454,quatre cent cinquante-quatre,quatre cents cinquante-quatre,quatre cents cinquante-quatre,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
455,quatre cent cinquante-cinq,quatre cents cinquante-cinq,quatre cents cinquante-cinq,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
456,quatre cent cinquante-six,quatre cents cinquante-six,quatre cents cinquante-six,False,decimal,6,6,0,7,7,0,8,8,0,7,8,-1,7,7,0
457,quatre cent cinquante-sept,quatre cents cinquante-sept,quatre cents cinquante-sept,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
458,quatre cent cinquante-huit,quatre cents cinquante-huit,quatre cents cinquante-huit,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
459,quatre cent cinquante-neuf,quatre cents cinquante-neuf,quatre cents cinquante-neuf,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
460,quatre cent soixante,quatre cents soixante,quatre cents soixante,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
461,quatre cent soixante et un,quatre cents soixante et un,quatre cents soixante et un,False,decimal,8,8,0,8,8,0,8,8,0,7,8,-1,7,7,0
462,quatre cent soixante-deux,quatre cents soixante-deux,quatre cents soixante-deux,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
463,quatre cent soixante-trois,quatre cents soixante-trois,quatre cents soixante-trois,False,decimal,9,9,0,9,9,0,9,9,0,9,10,-1,9,9,0
464,quatre cent soixante-quatre,quatre cents soixante-quatre,quatre cents soixante-quatre,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
465,quatre cent soixante-cinq,quatre cents soixante-cinq,quatre cents soixante-cinq,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
466,quatre cent soixante-six,quatre cents soixante-six,quatre cents soixante-six,False,decimal,7,7,0,7,7,0,8,8,0,7,8,-1,7,7,0
467,quatre cent soixante-sept,quatre cents soixante-sept,quatre cents soixante-sept,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
468,quatre cent soixante-huit,quatre cents soixante-huit,quatre cents soixante-huit,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
469,quatre cent soixante-neuf,quatre cents soixante-neuf,quatre cents soixante-neuf,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
470,quatre cent soixante-dix,quatre cents septante,quatre cents septante,False,decimal,8,5,3,8,5,3,9,6,3,8,5,3,8,4,4
471,quatre cent soixante et onze,quatre cents septante et un,quatre cents septante et un,False,decimal,8,7,1,8,7,1,9,8,1,8,7,1,8,6,2
472,quatre cent soixante-douze,quatre cents septante-deux,quatre cents septante-deux,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
473,quatre cent soixante-treize,quatre cents septante-trois,quatre cents septante-trois,False,decimal,9,8,1,9,8,1,9,9,0,8,9,-1,8,8,0
474,quatre cent soixante-quatorze,quatre cents septante-quatre,quatre cents septante-quatre,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
475,quatre cent soixante-quinze,quatre cents septante-cinq,quatre cents septante-cinq,False,decimal,9,7,2,9,7,2,9,9,0,8,8,0,8,7,1
476,quatre cent soixante-seize,quatre cents septante-six,quatre cents septante-six,False,decimal,8,6,2,8,6,2,9,8,1,8,7,1,8,6,2
477,quatre cent soixante-dix-sept,quatre cents septante-sept,quatre cents septante-sept,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
478,quatre cent soixante-dix-huit,quatre cents septante-huit,quatre cents septante-huit,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
479,quatre cent soixante-dix-neuf,quatre cents septante-neuf,quatre cents septante-neuf,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
480,quatre cent quatre-vingts,quatre cents huitante,quatre cents quatre-vingt,False,decimal,7,5,2,7,6,1,8,6,2,6,5,1,6,5,1
481,quatre cent quatre-vingt-un,quatre cents huitante et un,quatre cents quatre-vingt et un,False,decimal,8,7,1,8,8,0,10,8,2,8,7,1,8,7,1
482,quatre cent quatre-vingt-deux,quatre cents huitante-deux,quatre cents quatre-vingt-deux,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
483,quatre cent quatre-vingt-trois,quatre cents huitante-trois,quatre cents quatre-vingt-trois,False,decimal,10,8,2,10,9,1,11,9,2,10,9,1,10,9,1
484,quatre cent quatre-vingt-quatre,quatre cents huitante-quatre,quatre cents quatre-vingt-quatre,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
485,quatre cent quatre-vingt-cinq,quatre cents huitante-cinq,quatre cents quatre-vingt-cinq,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
486,quatre cent quatre-vingt-six,quatre cents huitante-six,quatre cents quatre-vingt-six,False,decimal,8,6,2,8,7,1,10,8,2,8,7,1,8,7,1
487,quatre cent quatre-vingt-sept,quatre cents huitante-sept,quatre cents quatre-vingt-sept,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
488,quatre cent quatre-vingt-huit,quatre cents huitante-huit,quatre cents quatre-vingt-huit,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
489,quatre cent quatre-vingt-neuf,quatre cents huitante-neuf,quatre cents quatre-vingt-neuf,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
490,quatre cent quatre-vingt-dix,quatre cents nonante,quatre cents nonante,False,decimal,9,5,4,9,5,4,11,5,6,9,5,4,9,4,5
491,quatre cent quatre-vingt-onze,quatre cents nonante et un,quatre cents nonante et un,False,decimal,9,7,2,9,7,2,11,7,4,9,7,2,9,6,3
492,quatre cent quatre-vingt-douze,quatre cents nonante-deux,quatre cents nonante-deux,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
493,quatre cent quatre-vingt-treize,quatre cents nonante-trois,quatre cents nonante-trois,False,decimal,10,8,2,10,8,2,11,8,3,9,9,0,9,8,1
494,quatre cent quatre-vingt-quatorze,quatre cents nonante-quatre,quatre cents nonante-quatre,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
495,quatre cent quatre-vingt-quinze,quatre cents nonante-cinq,quatre cents nonante-cinq,False,decimal,10,7,3,10,7,3,11,8,3,9,8,1,9,7,2
496,quatre cent quatre-vingt-seize,quatre cents nonante-six,quatre cents nonante-six,False,decimal,9,6,3,9,6,3,11,7,4,9,7,2,9,6,3
497,quatre cent quatre-vingt-dix-sept,quatre cents nonante-sept,quatre cents nonante-sept,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
498,quatre cent quatre-vingt-dix-huit,quatre cents nonante-huit,quatre cents nonante-huit,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
499,quatre cent quatre-vingt-dix-neuf,quatre cents nonante-neuf,quatre cents nonante-neuf,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
500,cinq cents,cinq cents,cinq cents,False,decimal,3,3,0,3,3,0,3,3,0,3,3,0,2,2,0
501,cinq cent un,cinq cents un,cinq cents un,False,decimal,4,4,0,4,4,0,4,4,0,3,4,-1,3,3,0
502,cinq cent deux,cinq cents deux,cinq cents deux,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
503,cinq cent trois,cinq cents trois,cinq cents trois,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
504,cinq cent quatre,cinq cents quatre,cinq cents quatre,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
505,cinq cent cinq,cinq cents cinq,cinq cents cinq,False,decimal,4,4,0,5,5,0,6,6,0,3,4,-1,3,3,0
506,cinq cent six,cinq cents six,cinq cents six,False,decimal,4,4,0,4,4,0,4,4,0,3,4,-1,3,3,0
507,cinq cent sept,cinq cents sept,cinq cents sept,False,decimal,4,4,0,4,4,0,5,5,0,3,4,-1,3,3,0
508,cinq cent huit,cinq cents huit,cinq cents huit,False,decimal,4,4,0,5,5,0,5,5,0,3,4,-1,4,4,0
509,cinq cent neuf,cinq cents neuf,cinq cents neuf,False,decimal,4,4,0,5,5,0,5,5,0,4,5,-1,4,4,0
510,cinq cent dix,cinq cents dix,cinq cents dix,False,decimal,4,4,0,5,5,0,5,5,0,3,4,-1,4,4,0
511,cinq cent onze,cinq cents onze,cinq cents onze,False,decimal,4,4,0,4,4,0,5,5,0,4,5,-1,4,4,0
512,cinq cent douze,cinq cents douze,cinq cents douze,False,decimal,5,5,0,5,5,0,5,5,0,4,5,-1,4,4,0
513,cinq cent treize,cinq cents treize,cinq cents treize,False,decimal,5,5,0,5,5,0,5,5,0,4,5,-1,4,4,0
514,cinq cent quatorze,cinq cents quatorze,cinq cents quatorze,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
515,cinq cent quinze,cinq cents quinze,cinq cents quinze,False,decimal,4,4,0,6,6,0,6,6,0,5,6,-1,5,5,0
516,cinq cent seize,cinq cents seize,cinq cents seize,False,decimal,4,4,0,4,4,0,4,4,0,4,5,-1,4,4,0
517,cinq cent dix-sept,cinq cents dix-sept,cinq cents dix-sept,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
518,cinq cent dix-huit,cinq cents dix-huit,cinq cents dix-huit,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
519,cinq cent dix-neuf,cinq cents dix-neuf,cinq cents dix-neuf,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
520,cinq cent vingt,cinq cents vingt,cinq cents vingt,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,5,5,0
521,cinq cent vingt et un,cinq cents vingt et un,cinq cents vingt et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,7,7,0
522,cinq cent vingt-deux,cinq cents vingt-deux,cinq cents vingt-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
523,cinq cent vingt-trois,cinq cents vingt-trois,cinq cents vingt-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,9,9,0
524,cinq cent vingt-quatre,cinq cents vingt-quatre,cinq cents vingt-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
525,cinq cent vingt-cinq,cinq cents vingt-cinq,cinq cents vingt-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
526,cinq cent vingt-six,cinq cents vingt-six,cinq cents vingt-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,7,7,0
527,cinq cent vingt-sept,cinq cents vingt-sept,cinq cents vingt-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
528,cinq cent vingt-huit,cinq cents vingt-huit,cinq cents vingt-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
529,cinq cent vingt-neuf,cinq cents vingt-neuf,cinq cents vingt-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,8,8,0
530,cinq cent trente,cinq cents trente,cinq cents trente,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,4,4,0
531,cinq cent trente et un,cinq cents trente et un,cinq cents trente et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,6,6,0
532,cinq cent trente-deux,cinq cents trente-deux,cinq cents trente-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
533,cinq cent trente-trois,cinq cents trente-trois,cinq cents trente-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
534,cinq cent trente-quatre,cinq cents trente-quatre,cinq cents trente-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
535,cinq cent trente-cinq,cinq cents trente-cinq,cinq cents trente-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
536,cinq cent trente-six,cinq cents trente-six,cinq cents trente-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,6,6,0
537,cinq cent trente-sept,cinq cents trente-sept,cinq cents trente-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
538,cinq cent trente-huit,cinq cents trente-huit,cinq cents trente-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
539,cinq cent trente-neuf,cinq cents trente-neuf,cinq cents trente-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
540,cinq cent quarante,cinq cents quarante,cinq cents quarante,False,decimal,5,5,0,5,5,0,6,6,0,4,5,-1,4,4,0
541,cinq cent quarante et un,cinq cents quarante et un,cinq cents quarante et un,False,decimal,7,7,0,7,7,0,8,8,0,6,7,-1,6,6,0
542,cinq cent quarante-deux,cinq cents quarante-deux,cinq cents quarante-deux,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
543,cinq cent quarante-trois,cinq cents quarante-trois,cinq cents quarante-trois,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
544,cinq cent quarante-quatre,cinq cents quarante-quatre,cinq cents quarante-quatre,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
545,cinq cent quarante-cinq,cinq cents quarante-cinq,cinq cents quarante-cinq,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
546,cinq cent quarante-six,cinq cents quarante-six,cinq cents quarante-six,False,decimal,6,6,0,6,6,0,8,8,0,6,7,-1,6,6,0
547,cinq cent quarante-sept,cinq cents quarante-sept,cinq cents quarante-sept,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
548,cinq cent quarante-huit,cinq cents quarante-huit,cinq cents quarante-huit,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
549,cinq cent quarante-neuf,cinq cents quarante-neuf,cinq cents quarante-neuf,False,decimal,7,7,0,7,7,0,9,9,0,7,8,-1,7,7,0
550,cinq cent cinquante,cinq cents cinquante,cinq cents cinquante,False,decimal,5,5,0,6,6,0,6,6,0,5,6,-1,5,5,0
551,cinq cent cinquante et un,cinq cents cinquante et un,cinq cents cinquante et un,False,decimal,7,7,0,8,8,0,8,8,0,7,8,-1,7,7,0
552,cinq cent cinquante-deux,cinq cents cinquante-deux,cinq cents cinquante-deux,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
553,cinq cent cinquante-trois,cinq cents cinquante-trois,cinq cents cinquante-trois,False,decimal,8,8,0,9,9,0,9,9,0,9,10,-1,9,9,0
554,cinq cent cinquante-quatre,cinq cents cinquante-quatre,cinq cents cinquante-quatre,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
555,cinq cent cinquante-cinq,cinq cents cinquante-cinq,cinq cents cinquante-cinq,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
556,cinq cent cinquante-six,cinq cents cinquante-six,cinq cents cinquante-six,False,decimal,6,6,0,7,7,0,8,8,0,7,8,-1,7,7,0
557,cinq cent cinquante-sept,cinq cents cinquante-sept,cinq cents cinquante-sept,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
558,cinq cent cinquante-huit,cinq cents cinquante-huit,cinq cents cinquante-huit,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
559,cinq cent cinquante-neuf,cinq cents cinquante-neuf,cinq cents cinquante-neuf,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
560,cinq cent soixante,cinq cents soixante,cinq cents soixante,False,decimal,6,6,0,6,6,0,6,6,0,5,6,-1,5,5,0
561,cinq cent soixante et un,cinq cents soixante et un,cinq cents soixante et un,False,decimal,8,8,0,8,8,0,8,8,0,7,8,-1,7,7,0
562,cinq cent soixante-deux,cinq cents soixante-deux,cinq cents soixante-deux,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
563,cinq cent soixante-trois,cinq cents soixante-trois,cinq cents soixante-trois,False,decimal,9,9,0,9,9,0,9,9,0,9,10,-1,9,9,0
564,cinq cent soixante-quatre,cinq cents soixante-quatre,cinq cents soixante-quatre,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
565,cinq cent soixante-cinq,cinq cents soixante-cinq,cinq cents soixante-cinq,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
566,cinq cent soixante-six,cinq cents soixante-six,cinq cents soixante-six,False,decimal,7,7,0,7,7,0,8,8,0,7,8,-1,7,7,0
567,cinq cent soixante-sept,cinq cents soixante-sept,cinq cents soixante-sept,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
568,cinq cent soixante-huit,cinq cents soixante-huit,cinq cents soixante-huit,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
569,cinq cent soixante-neuf,cinq cents soixante-neuf,cinq cents soixante-neuf,False,decimal,8,8,0,8,8,0,9,9,0,8,9,-1,8,8,0
570,cinq cent soixante-dix,cinq cents septante,cinq cents septante,False,decimal,8,5,3,8,5,3,9,6,3,8,5,3,8,4,4
571,cinq cent soixante et onze,cinq cents septante et un,cinq cents septante et un,False,decimal,8,7,1,8,7,1,9,8,1,8,7,1,8,6,2
572,cinq cent soixante-douze,cinq cents septante-deux,cinq cents septante-deux,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
573,cinq cent soixante-treize,cinq cents septante-trois,cinq cents septante-trois,False,decimal,9,8,1,9,8,1,9,9,0,8,9,-1,8,8,0
574,cinq cent soixante-quatorze,cinq cents septante-quatre,cinq cents septante-quatre,False,decimal,9,7,2,9,7,2,10,9,1,9,8,1,9,7,2
575,cinq cent soixante-quinze,cinq cents septante-cinq,cinq cents septante-cinq,False,decimal,9,7,2,9,7,2,9,9,0,8,8,0,8,7,1
576,cinq cent soixante-seize,cinq cents septante-six,cinq cents septante-six,False,decimal,8,6,2,8,6,2,9,8,1,8,7,1,8,6,2
577,cinq cent soixante-dix-sept,cinq cents septante-sept,cinq cents septante-sept,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
578,cinq cent soixante-dix-huit,cinq cents septante-huit,cinq cents septante-huit,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
579,cinq cent soixante-dix-neuf,cinq cents septante-neuf,cinq cents septante-neuf,False,decimal,10,7,3,10,7,3,12,9,3,11,8,3,11,7,4
580,cinq cent quatre-vingts,cinq cents huitante,cinq cents quatre-vingt,False,decimal,7,5,2,7,6,1,8,6,2,6,5,1,6,5,1
581,cinq cent quatre-vingt-un,cinq cents huitante et un,cinq cents quatre-vingt et un,False,decimal,8,7,1,8,8,0,10,8,2,8,7,1,8,7,1
582,cinq cent quatre-vingt-deux,cinq cents huitante-deux,cinq cents quatre-vingt-deux,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
583,cinq cent quatre-vingt-trois,cinq cents huitante-trois,cinq cents quatre-vingt-trois,False,decimal,10,8,2,10,9,1,11,9,2,10,9,1,10,9,1
584,cinq cent quatre-vingt-quatre,cinq cents huitante-quatre,cinq cents quatre-vingt-quatre,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
585,cinq cent quatre-vingt-cinq,cinq cents huitante-cinq,cinq cents quatre-vingt-cinq,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
586,cinq cent quatre-vingt-six,cinq cents huitante-six,cinq cents quatre-vingt-six,False,decimal,8,6,2,8,7,1,10,8,2,8,7,1,8,7,1
587,cinq cent quatre-vingt-sept,cinq cents huitante-sept,cinq cents quatre-vingt-sept,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
588,cinq cent quatre-vingt-huit,cinq cents huitante-huit,cinq cents quatre-vingt-huit,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
589,cinq cent quatre-vingt-neuf,cinq cents huitante-neuf,cinq cents quatre-vingt-neuf,False,decimal,9,7,2,9,8,1,11,9,2,9,8,1,9,8,1
590,cinq cent quatre-vingt-dix,cinq cents nonante,cinq cents nonante,False,decimal,9,5,4,9,5,4,11,5,6,9,5,4,9,4,5
591,cinq cent quatre-vingt-onze,cinq cents nonante et un,cinq cents nonante et un,False,decimal,9,7,2,9,7,2,11,7,4,9,7,2,9,6,3
592,cinq cent quatre-vingt-douze,cinq cents nonante-deux,cinq cents nonante-deux,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
593,cinq cent quatre-vingt-treize,cinq cents nonante-trois,cinq cents nonante-trois,False,decimal,10,8,2,10,8,2,11,8,3,9,9,0,9,8,1
594,cinq cent quatre-vingt-quatorze,cinq cents nonante-quatre,cinq cents nonante-quatre,False,decimal,10,7,3,10,7,3,12,8,4,10,8,2,10,7,3
595,cinq cent quatre-vingt-quinze,cinq cents nonante-cinq,cinq cents nonante-cinq,False,decimal,10,7,3,10,7,3,11,8,3,9,8,1,9,7,2
596,cinq cent quatre-vingt-seize,cinq cents nonante-six,cinq cents nonante-six,False,decimal,9,6,3,9,6,3,11,7,4,9,7,2,9,6,3
